Gene symbol	B cells naive	B cells memory	T cells CD8	T cells CD4	NK cells	Monocytes	Macrophages M1	Macrophages M2
ABCB4	555.7134486	10.744235	4.311280198	7.406441697	4.556712661	6.202495893	27.55771004	121.4322774
ABCB9	15.6035437	22.09478724	24.22372293	30.04819243	16.39614273	20.30942573	29.38087813	40.39026017
ACAP1	215.3059512	321.6210208	1055.613378	922.1527467	387.5817422	190.8790244	30.97425375	23.05515036
ACHE	15.11794931	16.64884729	13.42828841	18.44492663	13.44126834	16.37526833	1373.06962	48.58576071
ACP5	605.8973843	1935.201479	306.3125193	557.8198203	239.2770679	512.9313823	1062.475909	7633.960182
ADAM28	1943.742699	1148.120138	22.6897181	21.23331069	94.40581808	58.3112027	274.639997	360.6820442
ADAMDEC1	371.0335929	318.478799	44.61628687	47.43351387	48.39924584	106.301336	8524.022801	5004.969419
ADAMTS3	146.1955683	106.052311	42.39041586	57.38590645	50.81967419	54.79707074	32.34016681	33.35142773
ADRB2	486.3438163	510.0813396	899.6485015	595.2105488	2360.471299	664.8839501	787.6239741	363.1850058
AIF1	24.0742984	20.32185897	742.8158187	35.1722477	23.17042572	8655.680002	1611.228571	11610.29035
AIM2	327.9580556	4538.991046	294.4846139	250.2995803	134.4958651	536.1118999	2965.888162	148.2845223
ALOX15	12.23359461	13.75323798	9.774971658	12.00966261	9.776317635	9.800855372	5.412216318	430.3353048
ALOX5	1799.683549	2425.680554	78.68443963	132.0101224	121.9977952	1979.301155	83.30089783	248.3724724
AMPD1	263.7450621	217.7617272	66.1074899	85.31836726	60.67685001	98.2326067	62.39764428	59.95269372
ANGPT4	23.12217296	21.31255675	44.68465936	44.47513375	26.17664299	16.91869965	21.218127	11.8097012
ANKRD55	284.4126543	218.9158033	141.6981114	436.4203479	88.45957062	126.1078201	96.20392388	48.55417359
APOBEC3A	102.4291739	89.60068607	64.35533705	52.73721382	132.2193618	2415.197908	4501.140479	148.7993403
APOBEC3G	1283.451966	1135.293933	2090.85254	2340.674986	8895.302228	865.7405246	1036.993881	258.3004281
APOL3	222.6275107	530.3981335	1209.122376	1615.032254	1002.837652	1000.826958	11009.29392	437.5272083
APOL6	17.31182151	11.60650829	8.448971352	8.439383107	370.3966282	11.82068745	967.6451456	7.784612131
AQP9	21.34280658	15.11459289	13.67548268	14.8941249	12.57775597	2044.034835	4309.341662	399.4746192
ARHGAP22	34.63556475	48.31289928	45.01409912	22.63123607	27.39864055	54.80800174	351.5922058	272.9890572
ARRB1	15.93115384	15.19815814	19.09130442	25.18421938	138.9893405	440.2370047	946.0138184	395.5562302
ASGR1	40.87013431	42.49782741	12.18880923	13.27420938	15.2477554	976.7071792	25.23626149	155.4913385
ASGR2	30.26095627	33.90854185	29.78023761	41.82249473	29.87461252	1484.961048	26.3738691	760.7257707
ATHL1	367.9599908	535.7827614	806.0999282	794.9480224	277.0846656	183.2808703	167.5032595	132.631945
ATP8B4	123.6149862	86.80594392	69.79360213	51.01417813	1035.862627	219.3440174	33.35142773	1163.254876
ATXN8OS	19.03486997	17.5814772	12.10850879	12.65987353	9.398323168	10.41544387	13.34400281	11.40281159
AZU1	26.08448842	37.31588708	75.49418368	45.14159359	118.8706557	96.50450872	163.9010445	315.8328244
BACH2	4442.146224	1237.156184	716.5762166	449.1787857	511.1200359	52.1091524	78.3338478	56.28089968
BANK1	7633.960182	9177.359918	27.08870144	35.51276327	37.1948578	86.58724759	16.02027146	29.19263501
BARX2	16.2562128	22.62509146	14.68073716	10.89927471	26.10193827	18.15622799	15.56608274	28.07283413
BCL11B	166.5812991	133.7136259	4183.738789	4962.937555	512.27635	88.02675109	68.0390322	51.07857308
BCL2A1	112.6417383	314.019133	575.0352025	755.8584033	526.5774707	2261.391134	7038.536622	195.959802
BCL7A	1097.312303	437.9146743	119.2680253	78.52160611	60.22893457	53.33648066	131.3538432	185.7375226
BEND5	571.2009408	267.7407888	159.6750731	64.9845649	37.21954547	57.98412082	57.11383215	51.61492393
BFSP1	8.615516504	12.0925165	19.66358081	8.910362721	19.45168576	21.37855994	36.95107529	30.8024485
BHLHE41	227.283923	379.2503375	45.2704192	26.70594032	51.58608454	42.84587819	143.8681079	325.12977
BIRC3	1762.323129	1072.239215	370.9307246	1121.424012	1173.96483	159.952492	1971.112539	237.5017836
BLK	1788.424777	3284.235489	136.3936481	19.16528476	12.25757399	34.13408456	11.8204986	14.41666747
BMP2K	282.3095234	216.4337119	117.76525	42.06887765	117.2003668	350.5910579	655.4319287	971.8036512
BPI	10.46971467	14.03167905	64.13890515	12.50772288	166.0621042	280.0017084	16.53368601	25.96026018
BRAF	2571.803933	974.3131867	178.6931052	155.551421	257.1799046	264.8782577	369.770593	191.008753
BRSK2	10.44585498	4.456868898	10.46220047	16.19041478	17.22013091	11.75864418	10.52617889	8.886630463
BST1	65.21842011	67.5879307	68.85559845	67.69994038	86.13707715	1567.219569	73.76833139	209.4648222
BTNL8	15.22236138	13.26757452	13.49547351	17.46905843	13.71677829	20.1092024	18.63943005	10.71025113
C11orf80	531.8492615	393.7715656	162.5847884	158.5148937	141.0093392	85.67243058	34.48872876	88.34055902
C1orf54	41.71079514	44.30946814	244.0295762	288.2644361	73.10888641	395.0230177	1157.753062	2036.475768
C3AR1	131.0995558	97.68302989	218.067024	198.3433582	473.1714371	1337.368233	4247.947251	2754.457112
C5AR1	92.39233333	64.88366132	71.29814039	24.57422621	170.9594157	4237.561451	262.8037637	1920.668117
C5AR2	8.032047496	16.66742886	5.512627066	6.818438323	28.87408345	56.84374943	16.69585423	59.05366978
CA8	17.99617948	18.54386568	13.31718235	16.42178108	14.46846851	14.00907196	31.46897563	13.25016669
CAMP	32.24981999	29.66511957	76.14506063	101.7397638	130.333791	126.178855	81.65650077	105.4403669
CASP5	16.22879037	25.41117138	20.72194816	9.073509293	57.15128061	120.1766089	518.0757148	31.73041766
CCDC102B	7.52422977	6.165616203	17.7200176	13.31038127	3.261428192	5.674857963	1.538367713	2.556420269
CCL1	9.151450435	10.41823708	10.7845404	9.669430796	29.60547378	11.12331494	13.39276407	10.20717886
CCL13	195.3507704	171.4302952	120.948249	118.4029297	96.66643251	87.08769892	182.2839096	6581.432651
CCL14	70.01715851	58.91915912	71.06446098	91.76959128	72.99488239	105.0702474	1233.172359	2459.096418
CCL17	42.21616032	58.99587921	78.50428281	30.30478142	38.77174192	67.76049878	55.41158071	620.2134606
CCL18	19.93877192	21.68816978	35.31761702	12.82579482	79.51319871	40.68134871	1252.527933	12334.37123
CCL19	78.52160611	139.7443318	77.62297831	60.92923205	146.4600699	115.5525527	32553.88074	137.0742038
CCL20	39.50876033	26.99246182	61.54110043	29.40136468	20.31818041	18.85113165	724.6148681	12.8049967
CCL22	46.07125476	31.32507211	24.03529684	27.87853733	76.9655571	33.117333	464.9729614	880.2022045
CCL23	19.74347261	16.59253631	15.31837372	27.6569304	43.88212709	37.98614378	615.574234	5505.223986
CCL4	1661.464071	817.4816647	2564.294556	442.4757485	38944.01868	3000.888772	11885.1113	3139.008389
CCL5	19.56849893	88.23956549	11434.94887	3143.971755	11744.53738	102.8425968	16862.16904	250.750217
CCL7	80.54919503	45.94840622	54.29720304	38.5055913	21.32839265	36.20654238	241.0650179	85.74723008
CCL8	229.3383995	97.02939896	35.05420149	64.22389989	49.04713211	126.7672449	4535.517152	2829.09296
CCND2	299.0433892	447.6145479	682.2085787	1162.572673	6016.733404	196.775837	81.43053168	108.189616
CCR10	52.98873326	92.31546536	130.744128	282.9223926	50.05941379	68.90758909	57.58401637	73.7311384
CCR2	420.0370653	360.0216463	312.6203444	756.5516447	97.00535628	2908.726283	80.9645004	74.52120484
CCR3	135.0222303	31.14530202	51.21539926	88.58205857	81.07845472	83.4012701	59.88926338	39.09280883
